review_id,user_id,movie_id,review_text,sentiment
212,498,316,Waste of a good cast on a poorly written and badly executed story.,negative
213,481,268,Watchable once but nothing particularly extraordinary about it.,neutral
214,138,205,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
215,19,44,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
216,163,290,Fantastic movie with brilliant performances from the entire cast.,positive
217,477,468,Absolutely loved this movie! Ezra Miller was outstanding in every scene.,positive
218,74,277,Heart-touching story with incredible acting. A film for the ages.,positive
219,177,70,Watched it twice already and loved it both times. Pure gold!,positive
220,146,168,Shah Rukh Khan was magnetic on screen. Could not take my eyes off the film.,positive
221,461,102,A cinematic experience like no other. Gautham Menon outdid himself completely.,positive
222,115,152,One of the most enjoyable films of the year. Simply superb work!,positive
223,287,115,Watched it twice already and loved it both times. Pure gold!,positive
224,461,326,Heart-touching story with incredible acting. A film for the ages.,positive
225,422,128,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
226,156,87,Great entertainment with a strong emotional core. Highly loved it.,positive
227,218,323,A cinematic experience like no other. Denis Villeneuve outdid himself completely.,positive
228,380,455,One of the most enjoyable films of the year. Simply superb work!,positive
229,160,451,Ezra Miller delivered a career-best performance. An absolute must-watch!,positive
230,390,25,"Poor writing, poor direction, poor editing. Nothing works in this film.",negative
231,241,471,Mixed feelings about this one. Has its moments but falls short.,neutral
232,75,86,Watchable once but nothing particularly extraordinary about it.,neutral
233,373,163,Not bad but not great either. Just a regular commercial movie.,neutral
234,284,493,Fantastic movie with brilliant performances from the entire cast.,positive
235,336,433,One of the best films I have seen in years. Highly recommended to everyone!,positive
236,74,233,Rohit Shetty tried something different but it did not fully work out.,neutral
237,441,126,This movie completely blew my mind. Lokesh Kanagaraj is a true genius.,positive
238,486,149,This movie completely blew my mind. Shankar is a true genius.,positive
239,39,285,It was okay. Some parts were good but the film felt a bit too long.,neutral
240,397,206,Brilliant direction by Sanjay Leela Bhansali. A true masterpiece of cinema.,positive
241,104,221,Watched it twice already and loved it both times. Pure gold!,positive
242,43,149,This is what cinema is all about. Dhanush at his absolute best.,positive
243,495,105,This is what cinema is all about. Jr NTR at his absolute best.,positive
244,378,126,Fantastic movie with brilliant performances from the entire cast.,positive
245,120,255,Watched it twice already and loved it both times. Pure gold!,positive
246,229,259,Not bad but not great either. Just a regular commercial movie.,neutral
247,203,327,Not bad but had some noticeable pacing issues in the second half.,neutral
248,143,129,Ajith Kumar was magnetic on screen. Could not take my eyes off the film.,positive
249,135,137,S.S. Rajamouli tried something different but it did not fully work out.,neutral
250,294,53,One of the best films I have seen in years. Highly recommended to everyone!,positive
251,168,20,Watched it twice already and loved it both times. Pure gold!,positive
252,7,353,Chris Hemsworth was good but the screenplay really needed more work overall.,neutral
253,233,412,This movie completely blew my mind. Joe Russo is a true genius.,positive
254,92,169,Good acting but the story could have been developed much better.,neutral
255,235,441,The story was gripping from start to finish. Loved every single minute.,positive
256,304,52,The story was gripping from start to finish. Loved every single minute.,positive
257,444,159,A cinematic experience like no other. Rohit Shetty outdid himself completely.,positive
258,360,424,A cinematic experience like no other. Anthony Russo outdid himself completely.,positive
259,125,154,Akshay Kumar was magnetic on screen. Could not take my eyes off the film.,positive
260,345,430,Watched it twice already and loved it both times. Pure gold!,positive
261,325,183,Ranveer Singh was magnetic on screen. Could not take my eyes off the film.,positive
262,451,188,Ranveer Singh delivered a career-best performance. An absolute must-watch!,positive
263,97,177,Great entertainment with a strong emotional core. Highly loved it.,positive
264,270,50,Absolutely loved this movie! Kamal Haasan was outstanding in every scene.,positive
265,148,420,Scarlett Johansson delivered a career-best performance. An absolute must-watch!,positive
266,172,191,It was okay. Some parts were good but the film felt a bit too long.,neutral
267,71,283,Great entertainment with a strong emotional core. Highly loved it.,positive
268,372,208,Decent movie but not the best I have seen this year. Average overall.,neutral
269,273,34,Vijay delivered a career-best performance. An absolute must-watch!,positive
270,495,113,Some brilliant scenes but overall just average cinema fare.,neutral
271,258,332,Watched it twice already and loved it both times. Pure gold!,positive
272,193,240,One of the most enjoyable films of the year. Simply superb work!,positive
273,33,141,Great entertainment with a strong emotional core. Highly loved it.,positive
274,334,444,Gal Gadot was magnetic on screen. Could not take my eyes off the film.,positive
275,350,299,A cinematic experience like no other. James Cameron outdid himself completely.,positive
276,32,450,One of the best films I have seen in years. Highly recommended to everyone!,positive
277,177,429,Ezra Miller delivered a career-best performance. An absolute must-watch!,positive
278,99,196,A cinematic experience like no other. Sanjay Leela Bhansali outdid himself completely.,positive
279,412,362,Great entertainment with a strong emotional core. Highly loved it.,positive
280,130,126,Lokesh Kanagaraj tried something different but it did not fully work out.,neutral
281,414,12,Okay for a one-time watch. Nothing very memorable about the story.,neutral
282,409,66,Mixed feelings about this one. Has its moments but falls short.,neutral
283,231,133,A cinematic experience like no other. Vamshi Paidipally outdid himself completely.,positive
284,421,24,Watched it twice already and loved it both times. Pure gold!,positive
285,389,151,Watched it twice already and loved it both times. Pure gold!,positive
286,22,400,Some good moments scattered throughout but overall just mediocre.,neutral
287,172,379,A cinematic experience like no other. Joe Russo outdid himself completely.,positive
288,440,88,The story was gripping from start to finish. Loved every single minute.,positive
289,301,269,Not bad but had some noticeable pacing issues in the second half.,neutral
290,464,330,One of the best films I have seen in years. Highly recommended to everyone!,positive
291,152,245,Fantastic movie with brilliant performances from the entire cast.,positive
292,192,455,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
293,70,227,A cinematic experience like no other. Imtiaz Ali outdid himself completely.,positive
294,169,462,Watchable once but nothing particularly extraordinary about it.,neutral
295,482,377,One of the most enjoyable films of the year. Simply superb work!,positive
296,30,160,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
297,245,233,It was okay. Some parts were good but the film felt a bit too long.,neutral
298,150,185,Decent effort from the team but falls short of high expectations.,neutral
299,170,314,The first half was engaging but the second half lost momentum.,neutral
300,380,276,The story was gripping from start to finish. Loved every single minute.,positive
301,407,256,Great entertainment with a strong emotional core. Highly loved it.,positive
302,254,22,Not bad but had some noticeable pacing issues in the second half.,neutral
303,288,373,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
304,58,255,A cinematic experience like no other. Ridley Scott outdid himself completely.,positive
305,205,70,Watched it twice already and loved it both times. Pure gold!,positive
306,330,440,This movie completely blew my mind. James Wan is a true genius.,positive
307,203,111,It was okay. Some parts were good but the film felt a bit too long.,neutral
308,83,326,One of the best films I have seen in years. Highly recommended to everyone!,positive
309,220,190,Great entertainment with a strong emotional core. Highly loved it.,positive
310,358,34,It was okay. Some parts were good but the film felt a bit too long.,neutral
311,211,359,The story was gripping from start to finish. Loved every single minute.,positive
312,344,18,One of the most enjoyable films of the year. Simply superb work!,positive
313,74,182,Heart-touching story with incredible acting. A film for the ages.,positive
314,485,357,This movie completely blew my mind. James Gunn is a true genius.,positive
315,169,20,Decent movie but not the best I have seen this year. Average overall.,neutral
316,227,436,Absolutely loved this movie! Joaquin Phoenix was outstanding in every scene.,positive
317,255,431,One of the best films I have seen in years. Highly recommended to everyone!,positive
318,337,391,Mixed feelings about this one. Has its moments but falls short.,neutral
319,194,386,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
320,350,383,One of the most enjoyable films of the year. Simply superb work!,positive
321,254,17,S.S. Rajamouli tried something different but it did not fully work out.,neutral
322,488,203,Absolutely loved this movie! Aamir Khan was outstanding in every scene.,positive
323,116,101,Trivikram tried something different but it did not fully work out.,neutral
324,323,142,Heart-touching story with incredible acting. A film for the ages.,positive
325,118,85,It was okay. Some parts were good but the film felt a bit too long.,neutral
326,423,65,Watched it twice already and loved it both times. Pure gold!,positive
327,330,168,One of the best films I have seen in years. Highly recommended to everyone!,positive
328,223,182,Great entertainment with a strong emotional core. Highly loved it.,positive
329,340,301,A cinematic experience like no other. Denis Villeneuve outdid himself completely.,positive
330,328,372,It was okay. Some parts were good but the film felt a bit too long.,neutral
331,383,337,This movie completely blew my mind. Steven Spielberg is a true genius.,positive
332,419,365,Great entertainment with a strong emotional core. Highly loved it.,positive
333,422,207,Okay for a one-time watch. Nothing very memorable about the story.,neutral
334,23,243,Average entertainer. Will appeal to fans of Ranbir Kapoor mostly.,neutral
335,155,305,Left the theater midway. That should say everything about this film.,negative
336,413,471,Overrated and underwhelming. Not worth all the hype it received at all.,negative
337,405,3,Okay for a one-time watch. Nothing very memorable about the story.,neutral
338,45,192,It was okay. Some parts were good but the film felt a bit too long.,neutral
339,45,438,Great entertainment with a strong emotional core. Highly loved it.,positive
340,425,343,Fantastic movie with brilliant performances from the entire cast.,positive
341,25,403,This movie completely blew my mind. Taika Waititi is a true genius.,positive
342,450,475,A cinematic experience like no other. James Wan outdid himself completely.,positive
343,245,297,One of the most enjoyable films of the year. Simply superb work!,positive
344,245,10,Good acting but the story could have been developed much better.,neutral
345,39,18,Fantastic movie with brilliant performances from the entire cast.,positive
346,116,249,Watchable once but nothing particularly extraordinary about it.,neutral
347,305,294,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
348,303,492,Zachary Levi was magnetic on screen. Could not take my eyes off the film.,positive
349,387,168,One of the best films I have seen in years. Highly recommended to everyone!,positive
350,345,194,This movie completely blew my mind. Rajkumar Hirani is a true genius.,positive
351,227,19,Not bad but not great either. Just a regular commercial movie.,neutral
352,471,487,A cinematic experience like no other. Andy Muschietti outdid himself completely.,positive
353,13,11,Brilliant direction by Mani Ratnam. A true masterpiece of cinema.,positive
354,419,281,One of the best films I have seen in years. Highly recommended to everyone!,positive
355,360,325,A cinematic experience like no other. J.J. Abrams outdid himself completely.,positive
356,491,71,Watched it twice already and loved it both times. Pure gold!,positive
357,74,362,Watchable once but nothing particularly extraordinary about it.,neutral
358,318,216,Not worth watching at all. Save your time and skip this completely.,negative
359,301,105,Watched it twice already and loved it both times. Pure gold!,positive
360,114,145,Watched it twice already and loved it both times. Pure gold!,positive
361,232,249,Varun Dhawan was good but the screenplay really needed more work overall.,neutral
362,285,491,Joaquin Phoenix was magnetic on screen. Could not take my eyes off the film.,positive
363,209,16,Fantastic movie with brilliant performances from the entire cast.,positive
364,246,118,Watched it twice already and loved it both times. Pure gold!,positive
365,352,387,Watched it twice already and loved it both times. Pure gold!,positive
366,328,52,This is what cinema is all about. Vijay at his absolute best.,positive
367,91,263,Not worth watching at all. Save your time and skip this completely.,negative
368,1,267,Some brilliant scenes but overall just average cinema fare.,neutral
369,30,299,Mixed feelings about this one. Has its moments but falls short.,neutral
370,262,41,This movie completely blew my mind. Sukumar is a true genius.,positive
371,371,175,Varun Dhawan was magnetic on screen. Could not take my eyes off the film.,positive
372,483,420,The story was gripping from start to finish. Loved every single minute.,positive
373,179,371,Terrible pacing and very weak characters. Would not recommend to anyone.,negative
374,276,428,Gal Gadot was good but the screenplay really needed more work overall.,neutral
375,189,499,Watched it twice already and loved it both times. Pure gold!,positive
376,473,172,Some brilliant scenes but overall just average cinema fare.,neutral
377,450,440,Great entertainment with a strong emotional core. Highly loved it.,positive
378,221,497,The story was gripping from start to finish. Loved every single minute.,positive
379,173,342,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
380,377,207,This is what cinema is all about. Akshay Kumar at his absolute best.,positive
381,43,362,Jon Favreau tried something different but it did not fully work out.,neutral
382,320,478,Watched it twice already and loved it both times. Pure gold!,positive
383,134,429,Terrible pacing and very weak characters. Would not recommend to anyone.,negative
384,201,243,A cinematic experience like no other. Imtiaz Ali outdid himself completely.,positive
385,485,333,Waste of a good cast on a poorly written and badly executed story.,negative
386,286,281,One of the most enjoyable films of the year. Simply superb work!,positive
387,312,423,Some brilliant scenes but overall just average cinema fare.,neutral
388,441,102,Absolutely loved this movie! Mahesh Babu was outstanding in every scene.,positive
389,231,271,Great entertainment with a strong emotional core. Highly loved it.,positive
390,117,63,Absolutely loved this movie! Prabhas was outstanding in every scene.,positive
391,459,191,Mixed feelings about this one. Has its moments but falls short.,neutral
392,55,395,Brilliant direction by Anthony Russo. A true masterpiece of cinema.,positive
393,251,36,Brilliant direction by Murugadoss. A true masterpiece of cinema.,positive
394,234,108,Fantastic movie with brilliant performances from the entire cast.,positive
395,317,206,Decent effort from the team but falls short of high expectations.,neutral
396,279,87,The story was gripping from start to finish. Loved every single minute.,positive
397,444,106,Suriya delivered a career-best performance. An absolute must-watch!,positive
398,212,395,Average entertainer. Will appeal to fans of Chris Hemsworth mostly.,neutral
399,64,79,One of the best films I have seen in years. Highly recommended to everyone!,positive
400,376,56,Dhanush was good but the screenplay really needed more work overall.,neutral
401,296,359,The story was gripping from start to finish. Loved every single minute.,positive
402,446,17,Watched it twice already and loved it both times. Pure gold!,positive
403,273,213,Amazing visual effects and a powerful emotional story. Gave it 10 out of 10.,positive
404,28,85,"Poor writing, poor direction, poor editing. Nothing works in this film.",negative
405,338,288,One of the best films I have seen in years. Highly recommended to everyone!,positive
406,339,144,Average entertainer. Will appeal to fans of Ram Charan mostly.,neutral
407,241,244,The story was gripping from start to finish. Loved every single minute.,positive
408,328,444,One of the most enjoyable films of the year. Simply superb work!,positive
409,217,82,It was okay. Some parts were good but the film felt a bit too long.,neutral
410,209,421,One of the best films I have seen in years. Highly recommended to everyone!,positive
411,497,483,Margot Robbie delivered a career-best performance. An absolute must-watch!,positive
412,12,311,Leonardo DiCaprio was good but the screenplay really needed more work overall.,neutral
413,51,335,It was okay. Some parts were good but the film felt a bit too long.,neutral
414,27,287,One of the most enjoyable films of the year. Simply superb work!,positive
415,28,459,Great entertainment with a strong emotional core. Highly loved it.,positive
416,156,419,This is what cinema is all about. Scarlett Johansson at his absolute best.,positive
417,216,2,Heart-touching story with incredible acting. A film for the ages.,positive
