movie_id,title,industry,language,genres,main_actor,director,release_year,rating_avg,popularity_score,description,poster_url
13,Srimanthudu Unleashed ,South Indian,Telugu,Drama|Crime,Vijay,Vamshi Paidipally,2008,3.6,60,"Real emotions, real struggles — a story that will stay with you forever.",https://movieposters.example.com/poster_13.jpg
14,Allu 2 ,South Indian,Telugu,Sci-Fi|Action,Rajinikanth,S.S. Rajamouli,2009,3.4,51,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_14.jpg
15,Bahubali Unleashed ,South Indian,Tamil,Action|Crime,Kamal Haasan,Sukumar,2001,3.1,46,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_15.jpg
16,Kalki 3 ,South Indian,Tamil,Comedy|Drama,Vijay,Mani Ratnam,2002,4.1,59,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_16.jpg
17,Vikram Force ,South Indian,Tamil,Romance|Action,Suriya,S.S. Rajamouli,2012,3.2,56,A heartwarming love story that transcends time and distance.,https://movieposters.example.com/poster_17.jpg
18,Julayi Returns ,South Indian,Tamil,Horror|Drama,Jr NTR,Atlee,2013,3.8,80,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_18.jpg
19,Sarpatta Returns ,South Indian,Telugu,Comedy|Action,Ajith Kumar,Murugadoss,2012,3.0,60,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_19.jpg
20,Thalapathy Rising ,South Indian,Telugu,Romance|Drama,Dhanush,Sukumar,2024,2.8,33,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_20.jpg
21,Bahubali Reborn ,South Indian,Tamil,Fantasy|Adventure,Allu Arjun,Mani Ratnam,2006,4.3,82,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_21.jpg
22,Vettai Force ,South Indian,Tamil,Comedy|Romance,Ajith Kumar,Sukumar,2009,3.3,54,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_22.jpg
23,Vikram Storm ,South Indian,Telugu,Fantasy|Drama,Jr NTR,Mani Ratnam,2000,2.8,39,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_23.jpg
24,Srimanthudu 2 ,South Indian,Tamil,Comedy|Romance,Mahesh Babu,Atlee,2003,3.9,58,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_24.jpg
25,Adipurush 2 ,South Indian,Tamil,Fantasy|Drama,Kamal Haasan,Sukumar,2006,3.2,63,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_25.jpg
26,Kalki Storm ,South Indian,Telugu,Crime|Thriller,Vijay,Atlee,2020,3.9,75,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_26.jpg
27,Vikram 3 ,South Indian,Tamil,Fantasy|Adventure,Prabhas,Trivikram,2020,3.6,55,"Magic, myth, and courage collide in a battle for an ancient kingdom.",https://movieposters.example.com/poster_27.jpg
28,Maharshi Returns ,South Indian,Telugu,Action|Drama,Ram Charan,Vamshi Paidipally,2017,4.6,84,An explosive action saga where the hero battles impossible odds to save the world.,https://movieposters.example.com/poster_28.jpg
29,Thalapathy Force ,South Indian,Tamil,Comedy|Romance,Ram Charan,Shankar,2011,3.2,50,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_29.jpg
30,Mirchi War ,South Indian,Tamil,Horror|Thriller,Mahesh Babu,Sukumar,2001,4.3,72,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_30.jpg
31,Sarpatta 3 ,South Indian,Tamil,Crime|Action,Suriya,Atlee,2011,3.2,48,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_31.jpg
32,Srimanthudu Storm ,South Indian,Tamil,Crime|Drama,Ajith Kumar,Trivikram,2005,2.6,37,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_32.jpg
33,Vettai Storm ,South Indian,Telugu,Comedy|Action,Vikram,S.S. Rajamouli,2008,4.3,71,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_33.jpg
34,Sarpatta 2 ,South Indian,Telugu,Sci-Fi|Fantasy,Vijay,Lokesh Kanagaraj,2007,4.1,68,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_34.jpg
35,Bahubali Rising ,South Indian,Telugu,Sci-Fi|Fantasy,Ajith Kumar,S.S. Rajamouli,2000,3.5,63,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_35.jpg
36,Pushpa Reborn ,South Indian,Telugu,Crime|Action,Allu Arjun,Murugadoss,2011,4.5,75,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_36.jpg
37,Pushpa Legacy ,South Indian,Telugu,Comedy|Action,Vijay,Atlee,2008,4.3,69,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_37.jpg
38,Mirchi Force ,South Indian,Tamil,Horror|Crime,Allu Arjun,Gautham Menon,2013,2.7,21,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_38.jpg
39,Sarpatta Storm ,South Indian,Telugu,Crime|Action,Jr NTR,Mani Ratnam,2003,3.7,67,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_39.jpg
40,Salaar Storm ,South Indian,Telugu,Sci-Fi|Adventure,Vijay,Vamshi Paidipally,2000,3.3,71,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_40.jpg
41,Salaar Legacy ,South Indian,Tamil,Horror|Crime,Suriya,Sukumar,2019,3.5,53,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_41.jpg
42,Pushpa Returns ,South Indian,Telugu,Crime|Thriller,Ram Charan,Murugadoss,2021,4.4,92,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_42.jpg
43,Vettai Returns ,South Indian,Telugu,Crime|Action,Ram Charan,Trivikram,2006,3.2,51,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_43.jpg
44,Duvvada War ,South Indian,Tamil,Crime|Action,Jr NTR,Gautham Menon,2009,4.4,82,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_44.jpg
45,Kalki Returns ,South Indian,Telugu,Horror|Drama,Mahesh Babu,S.S. Rajamouli,2013,3.7,57,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_45.jpg
46,Leo Storm ,South Indian,Telugu,Drama|Thriller,Suriya,S.S. Rajamouli,2016,3.8,58,"A powerful human drama exploring love, loss, and the courage to rebuild.",https://movieposters.example.com/poster_46.jpg
47,Srimanthudu Force ,South Indian,Tamil,Horror|Thriller,Mahesh Babu,Mani Ratnam,2021,3.3,54,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_47.jpg
48,Sarileru 2 ,South Indian,Telugu,Action|Drama,Ajith Kumar,S.S. Rajamouli,2004,2.8,49,An explosive action saga where the hero battles impossible odds to save the world.,https://movieposters.example.com/poster_48.jpg
49,Allu Rising ,South Indian,Telugu,Crime|Action,Jr NTR,Atlee,2014,4.0,71,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_49.jpg
50,Maharshi Rising ,South Indian,Tamil,Crime|Drama,Kamal Haasan,Vamshi Paidipally,2015,3.4,57,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_50.jpg
51,Sarileru Force ,South Indian,Tamil,Comedy|Action,Allu Arjun,Vamshi Paidipally,2007,3.0,43,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_51.jpg
52,Bheemla Force ,South Indian,Telugu,Romance|Comedy,Vijay,Mani Ratnam,2007,3.4,63,A heartwarming love story that transcends time and distance.,https://movieposters.example.com/poster_52.jpg
53,Sarileru Rising ,South Indian,Telugu,Horror|Drama,Suriya,Mani Ratnam,2017,3.5,54,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_53.jpg
54,Duvvada Force ,South Indian,Telugu,Drama|Crime,Ram Charan,Lokesh Kanagaraj,2005,4.8,99,"Real emotions, real struggles — a story that will stay with you forever.",https://movieposters.example.com/poster_54.jpg
55,Vikram Rising ,South Indian,Tamil,Drama|Thriller,Suriya,Murugadoss,2024,3.6,61,"A powerful human drama exploring love, loss, and the courage to rebuild.",https://movieposters.example.com/poster_55.jpg
56,Thalapathy Returns ,South Indian,Telugu,Fantasy|Adventure,Dhanush,Atlee,2022,2.5,22,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_56.jpg
57,Kalki Legacy ,South Indian,Telugu,Comedy|Drama,Prabhas,Mani Ratnam,2002,4.6,69,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_57.jpg
58,Mirchi Storm ,South Indian,Telugu,Sci-Fi|Action,Kamal Haasan,Trivikram,2022,3.5,53,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_58.jpg
59,Vettai 2 ,South Indian,Telugu,Crime|Drama,Prabhas,Mani Ratnam,2014,3.5,67,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_59.jpg
60,Aarya Returns ,South Indian,Telugu,Action|Crime,Vikram,Gautham Menon,2022,4.3,77,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_60.jpg
61,Sarileru Storm ,South Indian,Tamil,Crime|Thriller,Prabhas,Murugadoss,2024,4.0,82,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_61.jpg
62,Sarpatta Unleashed ,South Indian,Tamil,Crime|Thriller,Dhanush,S.S. Rajamouli,2008,3.8,82,A gritty crime drama where law and corruption collide in the shadows.,https://movieposters.example.com/poster_62.jpg
63,Bahubali 2 ,South Indian,Telugu,Comedy|Romance,Prabhas,Vamshi Paidipally,2023,4.8,78,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_63.jpg
64,Salaar 2 ,South Indian,Tamil,Action|Drama,Vikram,Gautham Menon,2018,2.8,39,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_64.jpg
65,Julayi Force ,South Indian,Telugu,Action|Adventure,Rajinikanth,Lokesh Kanagaraj,2005,3.8,73,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_65.jpg
66,Allu Unleashed ,South Indian,Telugu,Horror|Drama,Ajith Kumar,Lokesh Kanagaraj,2010,2.7,29,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_66.jpg
67,Maharshi Force ,South Indian,Telugu,Action|Drama,Mahesh Babu,Atlee,2015,3.4,47,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_67.jpg
68,Vettai Reborn ,South Indian,Tamil,Action|Drama,Suriya,Atlee,2024,3.5,40,An explosive action saga where the hero battles impossible odds to save the world.,https://movieposters.example.com/poster_68.jpg
69,Vettai War ,South Indian,Tamil,Sci-Fi|Thriller,Vijay,Gautham Menon,2004,3.4,55,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_69.jpg
70,Salaar 3 ,South Indian,Tamil,Fantasy|Action,Jr NTR,S.S. Rajamouli,2014,3.8,80,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_70.jpg
71,Duvvada 2 ,South Indian,Tamil,Action|Adventure,Rajinikanth,Murugadoss,2003,4.5,76,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_71.jpg
72,Salaar Reborn ,South Indian,Telugu,Sci-Fi|Action,Vikram,S.S. Rajamouli,2002,2.7,28,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_72.jpg
73,Pushpa Force ,South Indian,Telugu,Action|Adventure,Suriya,Gautham Menon,2003,3.9,61,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_73.jpg
74,Aarya War ,South Indian,Telugu,Horror|Thriller,Suriya,Sukumar,2002,2.4,34,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_74.jpg
75,Kalki Force ,South Indian,Telugu,Drama|Thriller,Allu Arjun,Vamshi Paidipally,2011,4.2,78,"A powerful human drama exploring love, loss, and the courage to rebuild.",https://movieposters.example.com/poster_75.jpg
76,Vikram 2 ,South Indian,Telugu,Fantasy|Drama,Rajinikanth,Mani Ratnam,2020,4.2,76,"Magic, myth, and courage collide in a battle for an ancient kingdom.",https://movieposters.example.com/poster_76.jpg
77,Sarileru War ,South Indian,Telugu,Fantasy|Action,Dhanush,Vamshi Paidipally,2023,3.2,44,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_77.jpg
78,Allu Reborn ,South Indian,Tamil,Drama|Thriller,Mahesh Babu,Lokesh Kanagaraj,2007,3.7,72,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_78.jpg
79,Leo War ,South Indian,Telugu,Horror|Thriller,Prabhas,Shankar,2015,4.9,100,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_79.jpg
80,Mirchi 2 ,South Indian,Tamil,Fantasy|Drama,Prabhas,Murugadoss,2010,3.4,46,"Magic, myth, and courage collide in a battle for an ancient kingdom.",https://movieposters.example.com/poster_80.jpg
81,Aarya Force ,South Indian,Telugu,Sci-Fi|Action,Ram Charan,Shankar,2016,3.5,48,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_81.jpg
82,Maharshi Unleashed ,South Indian,Telugu,Sci-Fi|Fantasy,Dhanush,Mani Ratnam,2024,3.9,77,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_82.jpg
83,Sarileru Reborn ,South Indian,Telugu,Fantasy|Adventure,Dhanush,Shankar,2002,4.1,74,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_83.jpg
84,Julayi Rising ,South Indian,Tamil,Drama|Thriller,Mahesh Babu,Gautham Menon,2011,4.8,81,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_84.jpg
85,Duvvada Storm ,South Indian,Telugu,Horror|Crime,Vikram,Mani Ratnam,2010,3.1,52,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_85.jpg
86,Sarpatta Rising ,South Indian,Telugu,Romance|Action,Mahesh Babu,Murugadoss,2007,3.1,50,A heartwarming love story that transcends time and distance.,https://movieposters.example.com/poster_86.jpg
87,Vettai Unleashed ,South Indian,Telugu,Comedy|Drama,Allu Arjun,Mani Ratnam,2024,3.9,67,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_87.jpg
88,Duvvada Returns ,South Indian,Telugu,Fantasy|Adventure,Mahesh Babu,Gautham Menon,2024,4.2,71,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_88.jpg
89,Srimanthudu Rising ,South Indian,Telugu,Fantasy|Adventure,Ajith Kumar,Sukumar,2005,3.9,57,"Magic, myth, and courage collide in a battle for an ancient kingdom.",https://movieposters.example.com/poster_89.jpg
90,Salaar Force ,South Indian,Tamil,Fantasy|Drama,Mahesh Babu,Shankar,2001,4.5,62,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_90.jpg
91,Pushpa Rising ,South Indian,Telugu,Fantasy|Action,Allu Arjun,Shankar,2018,3.9,80,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_91.jpg
92,Aarya Rising ,South Indian,Telugu,Fantasy|Action,Prabhas,Trivikram,2001,3.4,48,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_92.jpg
93,Duvvada Unleashed ,South Indian,Tamil,Action|Thriller,Vikram,Lokesh Kanagaraj,2002,3.6,52,An explosive action saga where the hero battles impossible odds to save the world.,https://movieposters.example.com/poster_93.jpg
94,Sarileru Returns ,South Indian,Telugu,Crime|Action,Allu Arjun,S.S. Rajamouli,2003,4.1,77,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_94.jpg
95,Bahubali Force ,South Indian,Tamil,Drama|Crime,Ram Charan,Vamshi Paidipally,2014,2.8,50,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_95.jpg
96,Allu Storm ,South Indian,Telugu,Action|Drama,Mahesh Babu,Gautham Menon,2019,3.8,58,An explosive action saga where the hero battles impossible odds to save the world.,https://movieposters.example.com/poster_96.jpg
97,Kaithi 3 ,South Indian,Tamil,Sci-Fi|Thriller,Mahesh Babu,Atlee,2005,3.5,70,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_97.jpg
98,Adipurush War ,South Indian,Tamil,Drama|Thriller,Rajinikanth,Shankar,2013,4.2,75,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_98.jpg
99,Maharshi Storm ,South Indian,Telugu,Fantasy|Drama,Mahesh Babu,Shankar,2007,3.4,51,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_99.jpg
100,Leo Legacy ,South Indian,Telugu,Sci-Fi|Fantasy,Allu Arjun,S.S. Rajamouli,2008,3.6,70,A mind-bending science fiction adventure that questions the nature of reality.,https://movieposters.example.com/poster_100.jpg
101,Salaar War ,South Indian,Tamil,Comedy|Drama,Suriya,Trivikram,2008,3.9,63,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_101.jpg
102,Thalapathy War ,South Indian,Tamil,Fantasy|Action,Mahesh Babu,Gautham Menon,2023,4.7,86,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_102.jpg
103,Kaithi Reborn ,South Indian,Telugu,Crime|Thriller,Kamal Haasan,Murugadoss,2022,2.5,32,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_103.jpg
104,Adipurush Rising ,South Indian,Telugu,Action|Crime,Dhanush,Atlee,2019,3.9,66,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_104.jpg
105,Bheemla Reborn ,South Indian,Telugu,Romance|Drama,Jr NTR,Murugadoss,2000,5.0,75,A passionate romance that tests the limits of sacrifice and devotion.,https://movieposters.example.com/poster_105.jpg
106,Bheemla Unleashed ,South Indian,Tamil,Action|Thriller,Suriya,Murugadoss,2018,4.2,67,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_106.jpg
107,Julayi Legacy ,South Indian,Telugu,Crime|Action,Mahesh Babu,Trivikram,2018,4.5,84,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_107.jpg
108,Srimanthudu War ,South Indian,Tamil,Horror|Drama,Dhanush,Sukumar,2013,3.6,51,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_108.jpg
109,Mirchi Unleashed ,South Indian,Tamil,Drama|Crime,Rajinikanth,Sukumar,2013,3.5,58,"A deeply moving tale of family, sacrifice, and redemption.",https://movieposters.example.com/poster_109.jpg
110,Julayi War ,South Indian,Telugu,Romance|Comedy,Ram Charan,Shankar,2014,3.5,57,Two souls find unexpected love in the most unlikely circumstances.,https://movieposters.example.com/poster_110.jpg
111,Salaar Unleashed ,South Indian,Telugu,Action|Crime,Allu Arjun,Vamshi Paidipally,2016,4.2,100,A high-octane thriller packed with breathtaking stunts and edge-of-seat moments.,https://movieposters.example.com/poster_111.jpg
112,Srimanthudu Returns ,South Indian,Tamil,Drama|Thriller,Ajith Kumar,Mani Ratnam,2011,3.4,69,"Real emotions, real struggles — a story that will stay with you forever.",https://movieposters.example.com/poster_112.jpg
113,Sarpatta War ,South Indian,Tamil,Comedy|Romance,Ajith Kumar,Murugadoss,2017,3.6,48,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_113.jpg
114,Vikram Unleashed ,South Indian,Telugu,Sci-Fi|Thriller,Allu Arjun,Shankar,2020,3.6,70,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_114.jpg
115,Kalki Reborn ,South Indian,Tamil,Sci-Fi|Action,Ram Charan,Vamshi Paidipally,2002,3.6,53,Humanity's last hope lies in a mission beyond the stars.,https://movieposters.example.com/poster_115.jpg
116,Julayi Unleashed ,South Indian,Tamil,Fantasy|Drama,Suriya,Trivikram,2015,3.2,43,"Magic, myth, and courage collide in a battle for an ancient kingdom.",https://movieposters.example.com/poster_116.jpg
117,Duvvada Reborn ,South Indian,Telugu,Sci-Fi|Fantasy,Vikram,Lokesh Kanagaraj,2015,3.3,57,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_117.jpg
118,Julayi Storm ,South Indian,Tamil,Comedy|Drama,Vikram,S.S. Rajamouli,2019,4.8,95,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_118.jpg
119,Srimanthudu 3 ,South Indian,Telugu,Action|Adventure,Prabhas,Mani Ratnam,2008,2.8,31,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_119.jpg
120,Kaithi Legacy ,South Indian,Telugu,Drama|Romance,Jr NTR,Gautham Menon,2021,3.7,54,"Real emotions, real struggles — a story that will stay with you forever.",https://movieposters.example.com/poster_120.jpg
121,Aarya Legacy ,South Indian,Telugu,Crime|Thriller,Prabhas,Sukumar,2017,3.4,53,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_121.jpg
122,Allu 3 ,South Indian,Tamil,Crime|Drama,Kamal Haasan,S.S. Rajamouli,2018,4.0,66,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_122.jpg
123,Thalapathy Reborn ,South Indian,Tamil,Crime|Thriller,Prabhas,Lokesh Kanagaraj,2022,3.1,46,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_123.jpg
124,Aarya Storm ,South Indian,Tamil,Horror|Thriller,Dhanush,Shankar,2004,3.0,48,"When the nightmare becomes real, there is no escaping the darkness.",https://movieposters.example.com/poster_124.jpg
125,Kalki War ,South Indian,Tamil,Comedy|Romance,Ram Charan,Lokesh Kanagaraj,2000,4.8,97,Life is too short not to laugh — this movie proves exactly that.,https://movieposters.example.com/poster_125.jpg
126,Maharshi Reborn ,South Indian,Tamil,Horror|Crime,Allu Arjun,Lokesh Kanagaraj,2008,3.5,46,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_126.jpg
127,Aarya Reborn ,South Indian,Telugu,Crime|Thriller,Suriya,Atlee,2010,5.0,95,"In the city's underworld, loyalty is the only currency that matters.",https://movieposters.example.com/poster_127.jpg
128,Pushpa Unleashed ,South Indian,Telugu,Romance|Drama,Ram Charan,Shankar,2019,2.8,38,A passionate romance that tests the limits of sacrifice and devotion.,https://movieposters.example.com/poster_128.jpg
129,Leo Rising ,South Indian,Telugu,Romance|Action,Ajith Kumar,Atlee,2013,4.0,79,A passionate romance that tests the limits of sacrifice and devotion.,https://movieposters.example.com/poster_129.jpg
130,Bheemla Returns ,South Indian,Tamil,Fantasy|Adventure,Dhanush,Trivikram,2022,4.0,64,An epic fantasy journey through magical realms and ancient prophecies.,https://movieposters.example.com/poster_130.jpg
131,Bheemla War ,South Indian,Telugu,Horror|Drama,Vijay,Murugadoss,2011,3.4,53,Terror lurks in every shadow in this chilling psychological horror.,https://movieposters.example.com/poster_131.jpg
132,Vikram Legacy ,South Indian,Tamil,Comedy|Drama,Ram Charan,Vamshi Paidipally,2018,1.7,8,A laugh-out-loud comedy that finds joy in life's most chaotic moments.,https://movieposters.example.com/poster_132.jpg
133,Bheemla Rising ,South Indian,Tamil,Sci-Fi|Fantasy,Jr NTR,Vamshi Paidipally,2019,3.3,61,"In a world transformed by technology, one man fights for what remains human.",https://movieposters.example.com/poster_133.jpg
134,Maharshi 2 ,South Indian,Tamil,Fantasy|Action,Ajith Kumar,Lokesh Kanagaraj,2020,4.0,86,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_134.jpg
135,Mirchi Reborn ,South Indian,Tamil,Comedy|Drama,Dhanush,Murugadoss,2021,3.3,49,"Friendship, fun, and absolute chaos — a comedy you will not forget.",https://movieposters.example.com/poster_135.jpg
136,Bahubali 3 ,South Indian,Telugu,Crime|Action,Jr NTR,Murugadoss,2020,4.1,91,A sharp detective must outsmart a criminal mastermind before time runs out.,https://movieposters.example.com/poster_136.jpg
137,Kaithi Force ,South Indian,Telugu,Drama|Romance,Mahesh Babu,S.S. Rajamouli,2012,4.4,87,"A powerful human drama exploring love, loss, and the courage to rebuild.",https://movieposters.example.com/poster_137.jpg
138,Adipurush Returns ,South Indian,Telugu,Fantasy|Drama,Jr NTR,Sukumar,2018,3.4,48,A young hero rises to fulfill a destiny written in the stars.,https://movieposters.example.com/poster_138.jpg
139,Duvvada 3 ,South Indian,Tamil,Action|Drama,Suriya,Vamshi Paidipally,2008,3.4,60,A relentless action journey where betrayal meets justice in a war for survival.,https://movieposters.example.com/poster_139.jpg
140,Allu War ,South Indian,Telugu,Horror|Thriller,Mahesh Babu,S.S. Rajamouli,2019,3.7,68,A spine-chilling horror that blurs the line between the living and dead.,https://movieposters.example.com/poster_140.jpg
