user_id,movie_id,rating
11,319,4
11,63,5
11,320,3
11,196,4
11,79,4
11,339,5
11,340,5
11,473,4
11,348,3
11,120,4
12,129,4
12,387,5
12,260,4
12,391,5
12,135,3
12,266,5
12,139,4
12,398,4
12,273,2
12,277,4
12,410,4
12,413,4
12,29,3
12,288,3
12,33,5
12,36,5
12,293,4
12,438,3
12,311,3
12,315,5
12,450,4
12,451,4
12,201,3
12,460,3
12,81,4
12,351,4
12,96,4
12,241,1
12,244,3
12,254,3
13,134,4
13,264,4
13,137,4
13,11,5
13,12,3
13,269,3
13,398,4
13,273,2
13,19,4
13,281,5
13,286,4
13,291,4
13,36,5
13,163,3
13,293,3
13,300,3
13,302,5
13,48,3
13,51,4
13,439,4
13,194,5
13,67,5
13,200,4
13,462,3
13,208,5
13,211,5
13,212,5
13,86,4
13,216,2
13,481,5
13,357,3
13,241,2
13,377,4
14,259,3
14,133,5
14,393,5
14,267,4
14,14,4
14,402,4
14,277,4
14,408,5
14,154,3
14,155,4
14,412,5
14,289,5
14,34,5
14,35,5
14,420,5
14,161,3
14,422,4
14,167,4
14,424,5
14,297,5
14,40,4
14,301,5
14,178,4
14,453,4
14,203,4
14,334,4
14,337,5
14,340,5
14,213,5
14,219,4
14,222,2
14,100,4
14,103,2
14,108,3
14,114,3
14,244,5
14,117,3
15,133,3
15,135,4
15,137,5
15,268,5
15,140,4
15,15,2
15,19,3
15,405,5
15,406,4
15,409,4
15,159,5
15,287,5
15,161,5
15,424,5
15,45,4
15,46,4
15,303,5
15,306,4
15,180,4
15,185,4
15,448,5
15,325,4
15,70,4
15,456,5
15,201,4
15,76,5
15,77,3
15,462,3
15,332,4
15,464,3
15,82,4
15,339,5
15,217,4
15,476,3
15,224,3
15,98,4
15,99,4
15,231,5
15,104,4
15,108,4
15,238,5
15,498,4
15,372,4
15,249,3
15,126,3
16,131,4
16,140,4
16,141,4
16,142,5
16,274,4
16,404,4
16,151,4
16,156,5
16,29,3
16,417,4
16,294,4
16,299,4
16,172,5
16,302,4
16,47,3
16,55,2
16,442,4
16,58,3
16,192,3
16,66,3
16,325,5
16,454,5
16,199,5
16,74,4
16,330,5
16,205,5
16,206,4
16,463,5
16,210,4
16,217,3
16,90,4
16,348,5
16,479,4
16,353,4
16,226,4
16,227,4
16,356,5
16,486,3
16,359,3
16,362,4
16,108,3
16,237,4
16,110,3
16,112,4
16,497,4
16,242,3
16,252,4
16,383,5
17,260,4
17,390,4
17,391,4
17,134,4
17,265,5
17,266,5
17,14,5
17,273,2
17,402,3
17,278,5
17,281,4
17,413,4
17,33,5
17,34,3
17,417,2
17,420,4
17,423,3
17,171,3
17,174,2
17,431,4
17,307,5
17,52,4
17,437,3
17,181,4
17,309,5
17,313,4
17,315,5
17,316,4
17,65,5
17,450,4
17,449,3
17,70,4
17,208,4
17,210,5
17,83,4
17,471,4
17,216,2
17,473,5
17,217,3
17,475,3
17,92,4
17,221,3
17,351,5
17,224,5
17,358,4
17,368,5
17,374,3
17,119,3
17,255,4
18,135,4
18,11,4
18,12,3
18,142,5
18,401,5
18,148,4
18,151,3
18,286,4
18,298,5
18,170,4
18,172,4
18,46,4
18,47,4
18,182,4
18,183,5
18,314,3
18,187,5
18,193,4
18,321,4
18,454,4
18,330,4
18,74,2
18,332,3
18,463,5
18,465,3
18,473,3
18,353,4
18,227,5
18,486,3
18,102,4
18,360,3
18,362,4
18,108,4
18,237,3
18,497,4
18,115,3
18,499,4
18,118,5
18,124,4
18,383,5
19,132,1
19,6,2
19,266,4
19,143,5
19,400,4
19,15,5
19,147,5
19,279,3
19,280,4
19,286,5
19,166,4
19,44,5
19,430,4
19,302,5
19,306,5
19,54,5
19,442,4
19,60,5
19,447,4
19,321,5
19,194,5
19,193,3
19,69,3
19,197,3
19,332,3
19,204,3
19,209,5
19,215,4
19,217,5
19,218,4
19,221,4
19,95,4
19,351,3
19,352,4
19,355,2
19,357,4
19,103,3
19,362,4
19,107,5
19,235,4
19,109,5
19,366,3
19,363,3
19,241,4
19,499,5
19,245,5
19,377,3
19,122,5
19,123,3
19,127,5
20,256,4
20,134,4
20,137,4
20,11,5
20,272,5
20,145,4
20,23,2
20,161,3
20,52,4
20,60,4
20,447,4
20,66,2
20,197,4
20,457,5
20,73,4
20,332,4
20,340,5
20,222,4
20,350,5
20,226,4
20,233,4
20,113,4
20,372,4
20,376,4
21,384,3
21,131,5
21,261,2
21,268,4
21,140,4
21,142,5
21,146,4
21,404,4
21,160,5
21,417,3
21,289,4
21,38,5
21,422,3
21,41,4
21,298,5
21,299,4
21,428,4
21,300,4
21,48,3
21,179,4
21,53,4
21,186,4
21,187,5
21,445,5
21,191,3
21,193,3
21,321,5
21,66,3
21,199,3
21,457,4
21,79,5
21,463,4
21,340,4
21,85,4
21,87,4
21,218,5
21,348,5
21,93,3
21,353,4
21,105,5
21,362,3
21,108,5
21,109,3
21,124,4
21,383,5
22,2,5
22,387,5
22,131,3
22,386,4
22,394,5
22,11,5
22,395,2
22,400,3
22,17,3
22,146,3
22,20,4
22,405,5
22,24,4
22,410,5
22,282,5
22,426,3
22,46,4
22,176,5
22,52,4
22,437,2
22,444,5
22,324,2
22,326,5
22,199,2
22,457,4
22,332,4
22,205,4
22,207,3
22,335,4
22,338,4
22,210,5
22,84,5
22,214,4
22,92,3
22,228,3
22,232,4
22,489,3
22,107,5
22,493,4
22,495,3
22,113,4
22,370,5
22,374,5
22,123,2
22,380,4
22,254,4
23,258,4
23,382,5
23,269,3
23,270,4
23,33,5
23,43,2
23,173,4
23,181,4
23,323,5
23,324,3
23,326,5
23,332,3
23,80,3
23,469,4
23,87,5
23,472,4
23,475,5
23,477,4
23,352,3
23,366,4
23,243,3
23,254,4
24,133,3
24,262,5
24,396,5
24,26,5
24,286,5
24,415,3
24,41,3
24,42,4
24,431,3
24,303,5
24,310,4
24,55,2
24,185,4
24,62,4
24,191,4
24,447,5
24,322,4
24,455,5
24,459,4
24,463,4
24,85,3
24,471,3
24,345,4
24,348,5
24,95,3
24,96,3
24,223,2
24,109,4
24,495,4
24,499,5
24,121,5
24,250,3
24,253,4
24,383,5
25,132,3
25,135,5
25,395,3
25,12,2
25,19,4
25,403,4
25,22,4
25,24,5
25,155,3
25,45,3
25,174,2
25,177,4
25,60,4
25,190,5
25,326,5
25,76,4
25,472,4
25,217,4
25,477,4
25,98,4
25,238,5
25,113,4
25,369,5
25,243,4
26,131,4
26,138,4
26,151,4
26,30,5
26,33,4
26,41,4
26,298,5
26,45,5
26,178,2
26,182,5
26,186,3
26,60,4
26,319,5
26,321,4
26,325,4
26,454,3
26,199,3
26,456,3
26,458,4
26,331,4
26,332,4
26,205,4
26,206,4
26,466,4
26,214,2
26,218,5
26,481,5
26,227,3
26,230,2
26,362,4
26,237,4
26,497,4
26,243,3
26,248,5
26,254,3
27,258,4
27,134,4
27,10,2
27,143,5
27,400,4
27,17,3
27,274,5
27,149,5
27,413,5
27,414,4
27,287,5
27,32,3
27,33,4
27,424,5
27,42,5
27,43,4
27,173,2
27,302,5
27,431,3
27,437,3
27,54,5
27,183,5
27,184,4
27,441,4
27,59,3
27,317,3
27,62,4
27,320,3
27,452,3
27,327,3
27,458,2
27,82,4
27,467,2
27,215,5
27,90,5
27,347,3
27,221,3
27,94,5
27,481,5
27,356,5
27,104,4
27,362,4
27,107,5
27,491,5
27,237,5
27,241,3
27,242,4
27,245,5
27,117,3
27,122,5
28,259,4
28,4,4
28,394,4
28,396,5
28,274,5
28,147,4
28,31,4
28,415,3
28,420,4
28,295,4
28,43,3
28,44,5
28,172,3
28,430,4
28,303,5
28,428,4
28,175,2
28,50,5
28,434,5
28,435,4
28,442,4
28,187,5
28,446,5
28,191,4
28,62,5
28,63,4
28,71,4
28,459,4
28,332,3
28,79,5
28,467,3
28,85,2
28,213,5
28,219,5
28,348,4
28,478,4
28,225,3
28,357,4
28,487,4
28,104,5
28,491,4
28,107,4
28,109,4
28,378,5
28,111,5
28,497,3
28,243,3
28,245,5
28,250,3
28,126,4
29,3,5
29,389,3
29,263,4
29,393,5
29,396,4
29,19,3
29,411,5
29,32,2
29,289,4
29,34,5
29,35,4
29,424,5
29,188,5
29,72,3
29,202,2
29,203,4
29,339,3
29,85,3
29,223,3
29,244,4
30,386,3
30,262,3
30,267,3
30,146,3
30,148,5
30,277,5
30,404,4
30,149,4
30,276,4
30,283,3
30,160,4
30,417,3
30,38,4
30,299,3
30,172,3
30,47,4
30,48,4
30,175,3
30,182,4
30,187,5
30,448,5
30,65,3
30,451,3
30,200,4
30,463,5
30,209,5
30,466,5
30,353,3
30,356,4
30,110,3
30,369,4
30,372,3
30,248,5
30,379,3
30,124,3
30,126,5
31,131,4
31,267,3
31,140,4
31,268,4
31,18,5
31,402,3
31,148,4
31,149,5
31,156,4
31,160,4
31,418,3
31,422,4
31,294,4
31,54,4
31,321,5
31,194,4
31,72,2
31,330,4
31,209,5
31,342,3
31,345,3
31,227,4
31,356,5
31,237,4
31,366,3
31,367,3
31,242,3
31,378,3
31,127,4
32,262,4
32,268,3
32,143,5
32,400,4
32,149,4
32,21,4
32,151,5
32,154,4
32,156,2
32,157,4
32,162,4
32,293,3
32,38,3
32,422,3
32,431,4
32,437,3
32,57,4
32,61,5
32,62,4
32,190,5
32,191,4
32,192,2
32,450,4
32,459,4
32,462,4
32,79,5
32,217,4
32,478,4
32,485,4
32,487,4
32,360,5
32,492,3
32,249,3
32,122,4
32,126,4
32,127,5
33,256,5
33,129,5
33,385,3
33,258,4
33,388,4
33,391,4
33,392,4
33,10,2
33,395,4
33,268,5
33,141,5
33,398,4
33,273,3
33,278,5
33,407,5
33,281,5
33,28,5
33,286,5
33,158,5
33,292,5
33,39,4
33,296,4
33,428,5
33,311,4
33,441,5
33,315,5
33,317,4
33,62,3
33,67,3
33,68,4
33,204,4
33,333,4
33,461,5
33,460,4
33,338,3
33,92,3
33,93,4
33,94,5
33,351,4
33,480,4
33,97,4
33,102,5
33,490,3
33,107,4
33,491,4
33,493,3
33,500,4
33,244,3
34,133,4
34,14,3
34,153,4
34,411,5
34,155,5
34,30,5
34,35,4
34,164,4
34,293,4
34,166,3
34,167,4
34,40,4
34,51,3
34,440,4
34,58,4
34,453,4
34,72,4
34,200,3
34,73,4
34,458,5
34,81,4
34,82,4
34,337,4
34,212,4
34,93,4
34,484,3
34,365,5
34,494,4
34,493,3
34,366,3
34,117,4
34,252,3
35,392,5
35,266,5
35,17,3
35,401,3
35,276,3
35,277,4
35,285,3
35,424,5
35,171,4
35,192,3
35,450,4
35,451,5
35,67,3
35,72,3
35,460,4
35,467,2
35,212,5
35,87,3
35,217,3
35,476,3
35,93,5
35,351,5
35,104,4
35,488,3
35,493,3
35,247,4
35,126,3
36,386,4
36,134,4
36,138,4
36,140,3
36,401,5
36,406,4
36,300,4
36,48,4
36,176,4
36,57,5
36,446,4
36,319,5
36,453,3
36,198,5
36,326,4
36,80,5
36,217,4
36,350,5
36,95,4
36,485,2
36,231,5
36,232,3
36,363,4
36,377,4
36,126,4
37,390,3
37,13,5
37,144,4
37,274,4
37,19,2
37,414,4
37,287,5
37,31,4
37,36,5
37,311,2
37,185,4
37,186,3
37,61,5
37,62,5
37,451,4
37,198,3
37,463,4
37,464,3
37,219,5
37,348,5
37,95,3
37,352,4
37,360,5
37,361,2
37,362,4
37,368,4
37,496,3
37,114,4
37,371,2
37,120,3
37,123,4
37,253,3
38,1,4
38,387,5
38,3,3
38,396,5
38,13,3
38,143,3
38,400,4
38,273,3
38,19,3
38,280,5
38,25,3
38,414,5
38,158,5
38,162,3
38,293,5
38,39,5
38,42,4
38,44,5
38,172,3
38,432,5
38,307,4
38,437,4
38,194,5
38,451,5
38,455,5
38,201,4
38,471,4
38,216,2
38,92,4
38,221,5
38,351,5
38,100,4
38,230,3
38,500,5
38,379,5
38,255,4
39,390,5
39,392,5
39,401,4
39,18,4
39,285,3
39,161,4
39,34,3
39,433,3
39,49,4
39,435,5
39,60,5
39,194,5
39,67,5
39,71,5
39,456,3
39,208,3
39,470,4
39,471,4
39,92,4
39,356,3
39,485,4
40,131,4
40,132,2
40,261,3
40,6,4
40,12,4
40,405,5
40,294,4
40,428,4
40,429,4
40,431,3
40,48,4
40,434,4
40,182,3
40,317,5
40,65,3
40,66,3
40,67,5
40,452,4
40,68,5
40,327,4
40,334,5
40,464,2
40,339,5
40,216,2
40,100,3
40,490,4
40,239,4
40,241,4
40,498,3
40,370,5
40,372,3
40,247,4
41,261,3
41,14,5
41,271,4
41,403,2
41,289,4
41,296,5
41,425,4
41,301,4
41,177,4
41,453,4
41,72,4
41,328,5
41,466,3
41,346,4
41,101,3
41,103,3
41,104,3
41,365,4
41,115,4
41,500,3
42,2,5
42,387,4
42,4,5
42,6,3
42,135,3
42,392,4
42,16,3
42,146,2
42,23,2
42,24,4
42,152,5
42,282,4
42,169,3
42,300,3
42,176,5
42,177,5
42,184,4
42,185,3
42,192,3
42,449,4
42,323,5
42,324,3
42,454,2
42,332,4
42,338,4
42,468,3
42,216,3
42,90,5
42,100,3
42,102,4
42,232,5
42,105,5
42,240,5
42,113,4
42,369,5
42,243,3
42,372,4
42,500,4
42,125,5
42,254,4
43,385,3
43,261,3
43,143,5
43,274,5
43,402,4
43,149,5
43,405,4
43,281,5
43,34,4
43,42,5
43,44,5
43,304,3
43,54,5
43,442,5
43,315,3
43,318,2
43,446,5
43,192,2
43,194,4
43,452,4
43,198,4
43,199,3
43,331,3
43,340,4
43,86,2
43,487,4
43,362,3
43,108,3
43,241,4
43,242,3
43,371,3
43,245,5
43,373,3
43,122,5
43,126,5
43,127,5
44,385,4
44,258,5
44,132,3
44,263,2
44,22,4
44,284,3
44,161,4
44,421,4
44,299,3
44,173,4
44,184,5
44,444,5
44,63,5
44,319,3
44,324,3
44,196,4
44,333,4
44,210,5
44,216,2
44,219,4
44,222,2
44,230,4
44,231,5
44,239,4
44,240,4
44,254,4
45,384,4
45,128,4
45,386,3
45,132,1
45,5,4
45,134,3
45,135,4
45,395,3
45,279,3
45,175,4
45,438,4
45,443,5
45,192,3
45,468,3
45,220,4
45,95,4
45,239,5
45,240,5
45,367,3
45,498,3
45,379,5
46,386,4
46,390,4
46,391,4
46,395,4
46,12,3
46,269,4
46,14,4
46,399,4
46,400,4
46,17,4
46,275,3
46,276,3
46,403,3
46,154,5
46,286,5
46,415,4
46,31,4
46,290,4
46,291,5
46,167,3
46,301,5
46,174,4
46,310,4
46,194,5
46,67,4
46,451,4
46,72,3
46,207,3
46,215,3
46,473,5
46,218,5
46,93,4
46,352,3
46,354,3
46,102,5
46,359,4
46,379,4
47,6,5
47,8,3
47,137,4
47,269,4
47,145,5
47,146,4
47,22,3
47,150,3
47,152,5
47,168,5
47,426,3
47,449,4
47,198,3
47,338,3
47,339,4
47,467,2
47,86,3
47,106,4
47,494,4
47,370,5
47,120,4
47,381,4
48,2,5
48,270,4
48,22,4
48,282,5
48,414,4
48,292,3
48,168,5
48,169,4
48,310,5
48,444,4
48,451,4
48,324,3
48,326,5
48,464,5
48,467,2
48,213,5
48,350,5
48,222,4
48,236,4
48,381,3
48,375,3
48,379,4
48,252,2
48,125,5
48,127,5
49,129,4
49,387,5
49,259,3
49,391,4
49,393,3
49,394,4
49,11,5
49,269,5
49,400,3
49,22,3
49,152,5
49,410,4
49,412,5
49,284,1
49,288,4
49,167,3
49,40,2
49,176,5
49,54,5
49,189,4
49,63,5
49,192,3
49,456,4
49,210,5
49,340,5
49,213,5
49,469,4
49,85,3
49,216,4
49,231,5
49,367,4
49,374,4
50,6,3
50,391,3
50,140,4
50,401,5
50,146,4
50,274,3
50,148,4
50,30,5
50,294,4
50,40,3
50,53,4
50,184,4
50,187,5
50,321,5
50,193,4
50,66,3
50,201,3
50,74,4
50,79,5
50,85,3
50,87,3
50,344,2
50,218,5
50,347,4
50,92,2
50,479,4
50,226,4
50,362,3
50,108,5
50,111,4
50,497,4
50,242,3
50,380,3
50,383,4
51,128,4
51,131,4
51,6,4
51,135,4
51,8,3
51,7,3
51,138,4
51,13,4
51,143,4
51,145,5
51,405,4
51,23,4
51,282,5
51,161,4
51,162,4
51,34,4
51,418,3
51,166,2
51,300,3
51,173,4
51,46,4
51,307,4
51,310,5
51,55,5
51,183,3
51,59,4
51,317,5
51,189,4
51,64,4
51,320,3
51,68,4
51,456,4
51,200,5
51,333,3
51,78,4
51,206,3
51,335,3
51,337,3
51,89,4
51,234,5
51,235,2
51,109,5
51,238,5
51,367,4
51,110,4
51,241,5
51,113,4
51,119,3
51,382,5
52,256,4
52,3,4
52,388,3
52,263,4
52,9,4
52,267,5
52,397,4
52,271,4
52,408,5
52,152,3
52,159,4
52,31,3
52,34,5
52,41,3
52,301,5
52,58,4
52,188,4
52,318,3
52,192,3
52,193,3
52,69,5
52,453,5
52,71,4
52,328,5
52,329,4
52,458,5
52,203,4
52,78,3
52,82,5
52,343,4
52,344,4
52,346,4
52,220,3
52,480,5
52,229,4
52,104,4
52,105,5
52,365,4
52,494,4
52,378,3
52,114,5
52,373,4
52,122,4
52,125,4
53,2,5
53,260,4
53,394,5
53,17,4
53,22,4
53,152,4
53,408,4
53,282,5
53,412,5
53,163,4
53,169,4
53,426,3
53,41,4
53,47,3
53,304,3
53,177,5
53,444,5
53,65,4
53,195,4
53,323,4
53,456,4
53,339,4
53,469,4
53,89,3
53,219,4
53,478,4
53,228,3
53,105,5
53,364,4
53,493,4
53,496,4
53,240,5
53,372,3
53,125,5
53,121,3
53,381,4
53,254,4
54,386,4
54,3,3
54,142,5
54,401,5
54,146,4
54,404,4
54,149,4
54,157,4
54,30,4
54,288,4
54,417,3
54,37,4
54,171,3
54,172,4
54,47,5
54,311,4
54,186,4
54,191,3
54,193,3
54,325,4
54,70,3
54,463,5
54,79,5
54,209,5
54,80,3
54,470,4
54,218,5
54,347,5
54,479,5
54,353,4
54,98,4
54,101,4
54,233,2
54,362,4
54,108,5
54,367,3
54,241,2
54,242,3
54,247,4
55,131,4
55,261,4
55,7,3
55,393,5
55,10,3
55,267,4
55,9,5
55,397,4
55,270,5
55,271,4
55,14,5
55,265,5
55,395,4
55,408,4
55,411,5
55,420,4
55,297,5
55,431,2
55,48,3
55,309,3
55,60,4
55,197,3
55,72,3
55,330,3
55,76,4
55,204,4
55,208,4
55,211,5
55,340,5
55,83,3
55,470,3
55,343,4
55,344,4
55,349,3
55,480,4
55,484,5
55,229,4
55,488,3
55,365,4
55,494,5
55,115,4
55,117,3
55,373,5
55,127,5
56,384,3
56,1,5
56,258,2
56,387,4
56,389,3
56,134,4
56,262,3
56,133,3
56,10,4
56,139,4
56,269,3
56,141,4
56,153,4
56,410,5
56,413,3
56,159,4
56,31,4
56,417,3
56,415,4
56,291,5
56,174,3
56,435,4
56,310,5
56,57,4
56,58,4
56,447,5
56,321,3
56,451,5
56,68,4
56,71,5
56,461,4
56,77,4
56,333,4
56,462,3
56,210,4
56,470,4
56,94,4
56,96,4
56,226,3
56,99,4
56,486,4
56,359,4
56,104,4
56,231,5
56,103,2
56,109,4
56,247,4
57,2,4
57,259,4
57,7,4
57,136,4
57,400,4
57,154,5
57,413,4
57,30,4
57,287,4
57,422,4
57,41,5
57,170,4
57,171,4
57,52,3
57,183,3
57,185,3
57,313,4
57,446,5
57,448,5
57,193,3
57,194,5
57,322,3
57,454,3
57,205,4
57,206,3
57,341,3
57,217,4
57,478,5
57,482,3
57,122,5
57,103,2
57,487,4
57,358,3
57,234,5
57,109,5
57,237,4
57,242,4
57,371,2
57,500,4
57,372,3
57,378,4
58,385,5
58,258,4
58,5,4
58,11,5
58,399,4
58,17,3
58,277,5
58,408,3
58,281,4
58,282,5
58,155,2
58,29,4
58,163,2
58,426,4
58,427,2
58,45,5
58,309,5
58,184,4
58,60,5
58,63,5
58,448,4
58,66,3
58,323,4
58,457,5
58,459,4
58,335,3
58,339,3
58,340,5
58,87,4
58,216,3
58,473,4
58,345,5
58,247,4
58,350,5
58,228,4
58,229,3
58,489,3
58,236,3
58,364,4
58,496,3
58,240,5
58,243,3
58,125,4
58,375,3
58,381,4
58,255,4
59,385,5
59,382,4
59,1,4
59,399,4
59,403,5
59,275,3
59,405,4
59,22,5
59,160,3
59,161,3
59,32,2
59,163,4
59,294,2
59,296,2
59,303,4
59,177,5
59,434,4
59,52,4
59,437,2
59,184,5
59,444,3
59,317,4
59,60,4
59,189,4
59,449,4
59,66,2
59,195,3
59,197,4
59,199,3
59,456,4
59,464,4
59,339,5
59,469,4
59,472,4
59,216,2
59,477,4
59,98,4
59,483,4
59,486,4
59,232,4
59,233,4
59,105,5
59,489,4
59,367,4
59,372,4
59,375,4
59,378,3
59,380,3
59,254,4
60,8,3
60,150,5
60,412,5
60,31,3
60,415,3
60,425,2
60,449,4
60,193,3
60,324,2
60,456,4
60,457,4
60,338,2
60,213,5
60,477,5
60,350,5
60,222,3
60,226,5
60,361,2
60,110,5
60,111,4
60,495,4
60,375,3
60,380,5
60,254,4
61,396,5
61,13,4
61,142,5
61,147,5
61,276,5
61,403,3
61,280,4
61,287,4
61,162,5
61,295,5
61,44,5
61,431,3
61,53,3
61,439,2
61,440,4
61,314,4
61,186,4
61,60,4
61,193,4
61,451,5
61,198,5
61,202,4
61,76,4
61,462,4
61,336,5
61,215,5
61,87,4
61,218,5
61,219,5
61,348,4
61,483,5
61,103,3
61,487,4
61,372,3
61,127,5
62,382,4
62,4,5
62,5,5
62,394,5
62,141,4
62,405,4
62,407,4
62,153,4
62,410,4
62,412,5
62,29,4
62,293,3
62,294,3
62,304,3
62,177,4
62,49,4
62,52,4
62,449,4
62,65,3
62,323,4
62,197,3
62,331,4
62,332,4
62,339,5
62,213,5
62,472,4
62,477,4
62,93,3
62,223,3
62,355,2
62,356,3
62,360,3
62,105,5
62,489,3
62,493,3
62,110,4
62,246,4
62,248,4
62,379,5
62,254,4
63,1,3
63,134,5
63,392,4
63,265,3
63,10,3
63,266,4
63,268,4
63,141,5
63,401,3
63,274,4
63,275,4
63,151,3
63,24,3
63,154,4
63,33,5
63,161,3
63,37,5
63,296,3
63,171,3
63,428,5
63,174,2
63,308,5
63,181,3
63,311,4
63,451,3
63,68,4
63,67,4
63,72,4
63,464,3
63,338,2
63,467,1
63,212,4
63,471,3
63,91,5
63,92,3
63,93,5
63,224,4
63,228,4
63,485,3
63,356,4
63,488,4
63,119,3
63,377,3
63,252,2
64,133,5
64,139,2
64,14,3
64,404,3
64,162,4
64,164,5
64,293,5
64,292,5
64,423,4
64,421,3
64,40,3
64,429,4
64,178,5
64,310,4
64,195,4
64,70,4
64,328,5
64,76,5
64,79,5
64,91,5
64,223,3
64,354,4
64,99,4
64,482,5
64,365,3
64,494,5
64,117,5
64,127,5
65,257,4
65,133,2
65,134,4
65,5,4
65,263,4
65,137,4
65,269,4
65,141,4
65,278,4
65,413,5
65,291,4
65,43,4
65,300,5
65,304,2
65,436,4
65,437,4
65,315,5
65,65,5
65,450,4
65,66,3
65,194,5
65,71,5
65,72,4
65,74,2
65,461,5
65,80,2
65,337,4
65,345,5
65,476,5
65,352,4
65,482,5
65,488,4
65,377,4
65,366,3
65,245,5
65,249,4
66,255,3
66,261,3
66,264,2
66,8,3
66,12,4
66,143,5
66,273,2
66,151,4
66,279,4
66,154,5
66,36,5
66,295,4
66,39,5
66,41,4
66,42,5
66,426,3
66,304,4
66,437,3
66,442,4
66,316,3
66,64,2
66,70,3
66,455,4
66,462,4
66,208,3
66,209,5
66,467,2
66,85,4
66,218,5
66,347,3
66,478,5
66,351,2
66,224,5
66,98,4
66,485,3
66,357,3
66,486,4
66,358,3
66,362,3
66,491,5
66,493,3
66,245,5
66,246,4
66,375,2
66,122,5
66,383,5
67,4,5
67,264,3
67,140,5
67,142,5
67,18,4
67,19,3
67,148,5
67,149,4
67,156,4
67,157,4
67,30,5
67,160,4
67,423,4
67,41,5
67,170,4
67,298,4
67,172,3
67,45,4
67,299,4
67,435,4
67,183,4
67,186,4
67,187,5
